#,id,amount_requested,purpose,term_months,monthly_income,existing_loans,risk_score,ai_decision,ml_scoring_output,status,notes,submitted_at,reviewed_at,updated_at,credit_score_records,user_id
1057,1057,278620,home,12,77691.51,1,,reject,,rejected,,2025-04-28 09:29:50.303103,,2025-04-28 09:29:50.303211,,9079
1058,1058,255457,personal,60,15042.66,0,,reject,,rejected,,2025-04-28 09:29:50.529678,,2025-04-28 09:29:50.529762,,4317
1059,1059,366959,business,36,94649.2,0,,reject,,rejected,,2025-04-28 09:29:50.741301,,2025-04-28 09:29:50.741344,,5182
1060,1060,239562,personal,48,60827.16,0,,reject,,rejected,,2025-04-28 09:29:50.923810,,2025-04-28 09:29:50.923899,,4786
1061,1061,367949,personal,36,102645.77,0,,reject,,rejected,,2025-04-28 09:29:51.117027,,2025-04-28 09:29:51.117116,,6940
1062,1062,662461,education,36,38138.89,0,,reject,,rejected,,2025-04-28 09:29:51.296740,,2025-04-28 09:29:51.296766,,6518
1063,1063,536247,personal,36,73629.91,1,,reject,,rejected,,2025-04-28 09:29:51.622798,,2025-04-28 09:29:51.622833,,4261
1064,1064,293457,medical,36,97192.14,1,,reject,,rejected,,2025-04-28 09:29:51.846055,,2025-04-28 09:29:51.846081,,4634
1065,1065,105039,personal,36,45161.42,0,,approve,,approved,,2025-04-28 09:29:52.022205,,2025-04-28 09:29:52.022288,,8593
1066,1066,221478,personal,12,99387.89,0,,reject,,rejected,,2025-04-28 09:29:52.245338,,2025-04-28 09:29:52.245427,,6172
1067,1067,830096,medical,60,105286.04,1,,reject,,rejected,,2025-04-28 09:29:52.457325,,2025-04-28 09:29:52.457413,,9703
1068,1068,494778,personal,12,21625.44,1,,reject,,rejected,,2025-04-28 09:29:52.671625,,2025-04-28 09:29:52.671651,,1405
1069,1069,947170,medical,12,109351.11,1,,reject,,rejected,,2025-04-28 09:29:52.863817,,2025-04-28 09:29:52.863903,,7912
1070,1070,868300,personal,60,58866.17,0,,approve,,approved,,2025-04-28 09:29:53.083119,,2025-04-28 09:29:53.083246,,3675
1071,1071,579528,business,48,74994.66,0,,reject,,rejected,,2025-04-28 09:29:53.313922,,2025-04-28 09:29:53.313984,,8372
1072,1072,271203,business,24,96884.95,0,,reject,,rejected,,2025-04-28 09:29:53.496063,,2025-04-28 09:29:53.496126,,1798
1073,1073,697329,education,48,105759.66,1,,reject,,rejected,,2025-04-28 09:29:53.688528,,2025-04-28 09:29:53.688615,,6086
1074,1074,877091,medical,36,113860.76,1,,reject,,rejected,,2025-04-28 09:29:53.891752,,2025-04-28 09:29:53.891838,,4619
1075,1075,825561,medical,48,96276.3,1,,reject,,rejected,,2025-04-28 09:29:54.117845,,2025-04-28 09:29:54.117927,,2162
1076,1076,51230,personal,60,121439.13,1,,approve,,approved,,2025-04-28 09:29:54.308678,,2025-04-28 09:29:54.308766,,2118
1077,1077,937397,business,60,97769.82,1,,reject,,rejected,,2025-04-28 09:29:54.504358,,2025-04-28 09:29:54.504447,,922
1078,1078,179060,personal,36,85533.97,0,,reject,,rejected,,2025-04-28 09:29:54.687729,,2025-04-28 09:29:54.687821,,4601
1079,1079,368314,business,24,35926.51,1,,reject,,rejected,,2025-04-28 09:29:54.887644,,2025-04-28 09:29:54.887670,,1459
1080,1080,486178,medical,24,84548.41,0,,reject,,rejected,,2025-04-28 09:29:55.070988,,2025-04-28 09:29:55.071026,,6189
1081,1081,888666,business,60,123147.62,0,,reject,,rejected,,2025-04-28 09:29:55.254476,,2025-04-28 09:29:55.254516,,4867
1082,1082,885391,business,24,68962.43,1,,reject,,rejected,,2025-04-28 09:29:55.493759,,2025-04-28 09:29:55.493847,,6775
1083,1083,151707,business,36,77738.63,0,,reject,,rejected,,2025-04-28 09:29:55.733009,,2025-04-28 09:29:55.733097,,6251
1084,1084,844823,home,24,88680.63,1,,reject,,rejected,,2025-04-28 09:29:55.955744,,2025-04-28 09:29:55.955770,,6566
1085,1085,486826,home,60,104675.06,0,,reject,,rejected,,2025-04-28 09:29:56.139865,,2025-04-28 09:29:56.139954,,8392
1086,1086,133613,home,48,109732.22,0,,approve,,approved,,2025-04-28 09:29:56.355075,,2025-04-28 09:29:56.355188,,2700
1087,1087,984881,business,48,41319.58,0,,reject,,rejected,,2025-04-28 09:29:56.548417,,2025-04-28 09:29:56.548455,,6973
1088,1088,139999,medical,48,66117.06,0,,reject,,rejected,,2025-04-28 09:29:56.771936,,2025-04-28 09:29:56.772012,,9061
1089,1089,504892,home,36,121944.55,1,,reject,,rejected,,2025-04-28 09:29:56.965484,,2025-04-28 09:29:56.965571,,8466
1090,1090,964491,home,48,53551.17,0,,reject,,rejected,,2025-04-28 09:29:57.168937,,2025-04-28 09:29:57.169025,,6647
1091,1091,474332,education,12,16821.13,1,,reject,,rejected,,2025-04-28 09:29:57.370745,,2025-04-28 09:29:57.370833,,5464
1092,1092,55068,home,24,54624.87,1,,reject,,rejected,,2025-04-28 09:29:57.556459,,2025-04-28 09:29:57.556548,,5135
1093,1093,240908,education,12,103601.63,0,,reject,,rejected,,2025-04-28 09:29:57.729238,,2025-04-28 09:29:57.729325,,6714
1094,1094,965294,medical,12,42189.28,1,,reject,,rejected,,2025-04-28 09:29:57.923867,,2025-04-28 09:29:57.923954,,7805
1095,1095,115902,education,12,122987.81,1,,reject,,rejected,,2025-04-28 09:29:58.155678,,2025-04-28 09:29:58.155768,,4539
1096,1096,61512,education,36,23027.87,1,,reject,,rejected,,2025-04-28 09:29:58.339500,,2025-04-28 09:29:58.339586,,7711
1097,1097,713634,home,24,75097.1,1,,reject,,rejected,,2025-04-28 09:29:58.542143,,2025-04-28 09:29:58.542259,,5956
1098,1098,247688,medical,60,53128.28,0,,approve,,approved,,2025-04-28 09:29:58.753507,,2025-04-28 09:29:58.753558,,176
1099,1099,573485,home,24,82130.72,1,,reject,,rejected,,2025-04-28 09:29:58.928737,,2025-04-28 09:29:58.928768,,457
1100,1100,396542,medical,24,98632.44,0,,approve,,approved,,2025-04-28 09:29:59.122104,,2025-04-28 09:29:59.122141,,1765
1101,1101,84813,personal,24,89341.78,1,,reject,,rejected,,2025-04-28 09:29:59.326583,,2025-04-28 09:29:59.326673,,7144
1102,1102,330391,medical,48,36710.64,0,,reject,,rejected,,2025-04-28 09:29:59.549234,,2025-04-28 09:29:59.549322,,3176
1103,1103,264247,personal,48,16715.65,0,,reject,,rejected,,2025-04-28 09:29:59.753702,,2025-04-28 09:29:59.753793,,427
1104,1104,974070,business,48,84860.7,0,,reject,,rejected,,2025-04-28 09:29:59.957056,,2025-04-28 09:29:59.957142,,988
1105,1105,708077,business,24,19861,0,,reject,,rejected,,2025-04-28 09:30:00.160632,,2025-04-28 09:30:00.160723,,9072
1106,1106,334234,home,60,50483.94,1,,reject,,rejected,,2025-04-28 09:30:00.751862,,2025-04-28 09:30:00.751949,,8211
1107,1107,74751,home,24,91688.34,1,,approve,,approved,,2025-04-28 09:30:01.024254,,2025-04-28 09:30:01.024341,,6757
1108,1108,206277,medical,36,77097.3,0,,reject,,rejected,,2025-04-28 09:30:01.314107,,2025-04-28 09:30:01.314219,,4868
1109,1109,888026,home,24,50614.58,0,,reject,,rejected,,2025-04-28 09:30:01.530594,,2025-04-28 09:30:01.530636,,4914
1110,1110,608647,education,12,99330.35,1,,reject,,rejected,,2025-04-28 09:30:01.805886,,2025-04-28 09:30:01.805973,,9512
1111,1111,449383,education,48,83063.84,0,,reject,,rejected,,2025-04-28 09:30:02.081212,,2025-04-28 09:30:02.081239,,2509
1112,1112,629689,medical,12,89845.13,1,,reject,,rejected,,2025-04-28 09:30:02.337422,,2025-04-28 09:30:02.337512,,7783
1113,1113,152749,personal,60,30262.24,0,,approve,,approved,,2025-04-28 09:30:02.549738,,2025-04-28 09:30:02.549808,,3438
1114,1114,506932,business,48,107121.74,1,,reject,,rejected,,2025-04-28 09:30:02.764758,,2025-04-28 09:30:02.764847,,8422
1115,1115,935440,medical,60,50457.46,1,,reject,,rejected,,2025-04-28 09:30:02.977241,,2025-04-28 09:30:02.977329,,8866
1116,1116,665940,medical,12,49230.21,1,,reject,,rejected,,2025-04-28 09:30:03.230673,,2025-04-28 09:30:03.230702,,8817
1117,1117,956505,personal,48,93637.51,1,,reject,,rejected,,2025-04-28 09:30:03.414820,,2025-04-28 09:30:03.414906,,9398
1118,1118,150093,education,36,64319.78,1,,reject,,rejected,,2025-04-28 09:30:03.662232,,2025-04-28 09:30:03.662319,,4616
1119,1119,89922,business,12,60432.99,1,,approve,,approved,,2025-04-28 09:30:03.863484,,2025-04-28 09:30:03.863572,,1402
1120,1120,716886,personal,60,116757.5,0,,reject,,rejected,,2025-04-28 09:30:04.066946,,2025-04-28 09:30:04.067032,,7642
1121,1121,934111,home,12,54838.96,0,,reject,,rejected,,2025-04-28 09:30:04.442127,,2025-04-28 09:30:04.442241,,9183
1122,1122,495064,medical,48,23545,0,,reject,,rejected,,2025-04-28 09:30:04.798323,,2025-04-28 09:30:04.798411,,475
1123,1123,848935,medical,48,23596.02,0,,reject,,rejected,,2025-04-28 09:30:05.002867,,2025-04-28 09:30:05.002956,,8076
1124,1124,905351,personal,36,53820.81,1,,reject,,rejected,,2025-04-28 09:30:05.225663,,2025-04-28 09:30:05.225752,,2020
1125,1125,304720,business,36,54708.17,1,,approve,,approved,,2025-04-28 09:30:05.450454,,2025-04-28 09:30:05.450542,,2879
1126,1126,846940,medical,48,88858.02,0,,reject,,rejected,,2025-04-28 09:30:05.653935,,2025-04-28 09:30:05.654022,,6009
1127,1127,402960,business,60,119956.09,1,,approve,,approved,,2025-04-28 09:30:05.885202,,2025-04-28 09:30:05.885298,,6041
1128,1128,780650,education,60,64530.41,0,,reject,,rejected,,2025-04-28 09:30:06.088469,,2025-04-28 09:30:06.088598,,8159
1129,1129,68840,home,36,24682.87,0,,reject,,rejected,,2025-04-28 09:30:06.303812,,2025-04-28 09:30:06.303898,,5068
1130,1130,780305,personal,12,105665.52,0,,reject,,rejected,,2025-04-28 09:30:06.540860,,2025-04-28 09:30:06.540948,,885
1131,1131,991885,personal,24,123608.35,1,,reject,,rejected,,2025-04-28 09:30:06.770153,,2025-04-28 09:30:06.770338,,6602
1132,1132,976755,education,12,17256.41,1,,reject,,rejected,,2025-04-28 09:30:06.973523,,2025-04-28 09:30:06.973610,,4276
1133,1133,103038,education,12,95154.22,1,,reject,,rejected,,2025-04-28 09:30:07.177045,,2025-04-28 09:30:07.177134,,5284
1134,1134,248034,home,12,77457.09,0,,reject,,rejected,,2025-04-28 09:30:07.380475,,2025-04-28 09:30:07.380561,,3426
1135,1135,124103,education,36,113641.74,1,,reject,,rejected,,2025-04-28 09:30:07.576709,,2025-04-28 09:30:07.576838,,4758
1136,1136,434996,home,36,92389.55,0,,approve,,approved,,2025-04-28 09:30:07.767086,,2025-04-28 09:30:07.767211,,7645
1137,1137,675423,personal,12,96581.69,0,,reject,,rejected,,2025-04-28 09:30:07.961758,,2025-04-28 09:30:07.961849,,6380
1138,1138,983827,home,12,49016.47,1,,reject,,rejected,,2025-04-28 09:30:08.174099,,2025-04-28 09:30:08.174224,,8815
1139,1139,125143,personal,60,124234.33,1,,approve,,approved,,2025-04-28 09:30:08.389094,,2025-04-28 09:30:08.389208,,4282
1140,1140,228685,business,36,102607.29,0,,reject,,rejected,,2025-04-28 09:30:08.601380,,2025-04-28 09:30:08.601489,,9881
1141,1141,721403,education,36,35426,0,,reject,,rejected,,2025-04-28 09:30:08.805257,,2025-04-28 09:30:08.805284,,6160
1142,1142,457366,medical,48,71325.54,0,,approve,,approved,,2025-04-28 09:30:09.022216,,2025-04-28 09:30:09.022245,,4358
1143,1143,292955,personal,48,65635.44,0,,reject,,rejected,,2025-04-28 09:30:09.203913,,2025-04-28 09:30:09.203995,,5823
1144,1144,991772,business,12,74820.35,0,,reject,,rejected,,2025-04-28 09:30:09.414219,,2025-04-28 09:30:09.414247,,2430
1145,1145,114235,business,36,77262.25,1,,approve,,approved,,2025-04-28 09:30:09.607202,,2025-04-28 09:30:09.607230,,1975
1146,1146,868235,business,48,90232.6,1,,reject,,rejected,,2025-04-28 09:30:09.801955,,2025-04-28 09:30:09.802068,,4221
1147,1147,847742,medical,12,40517.78,0,,reject,,rejected,,2025-04-28 09:30:09.993788,,2025-04-28 09:30:09.993815,,5679
1148,1148,249730,business,60,113893.19,0,,reject,,rejected,,2025-04-28 09:30:10.187032,,2025-04-28 09:30:10.187084,,7833
1149,1149,148882,medical,24,18263.66,1,,reject,,rejected,,2025-04-28 09:30:10.475477,,2025-04-28 09:30:10.475608,,2668
1150,1150,441800,education,24,60350.06,0,,reject,,rejected,,2025-04-28 09:30:10.853015,,2025-04-28 09:30:10.853050,,9382
1151,1151,730422,personal,36,108431.36,0,,approve,,approved,,2025-04-28 09:30:11.155177,,2025-04-28 09:30:11.155218,,6798
1152,1152,74896,medical,36,62749.32,1,,reject,,rejected,,2025-04-28 09:30:11.359402,,2025-04-28 09:30:11.359478,,3405
1153,1153,326319,home,36,114310.65,0,,reject,,rejected,,2025-04-28 09:30:11.549487,,2025-04-28 09:30:11.549571,,5139
1154,1154,793163,personal,60,25561.73,0,,reject,,rejected,,2025-04-28 09:30:11.763397,,2025-04-28 09:30:11.763458,,8389
1155,1155,54121,personal,12,63366.19,1,,reject,,rejected,,2025-04-28 09:30:12.000288,,2025-04-28 09:30:12.000378,,2667
1156,1156,975753,personal,48,90795.55,0,,reject,,rejected,,2025-04-28 09:30:12.232765,,2025-04-28 09:30:12.232851,,4656
1157,1157,640677,medical,12,73188.95,0,,reject,,rejected,,2025-04-28 09:30:12.419018,,2025-04-28 09:30:12.419108,,7227
1158,1158,393339,medical,36,37605.25,1,,reject,,rejected,,2025-04-28 09:30:12.621244,,2025-04-28 09:30:12.621339,,668
1159,1159,473946,medical,24,14567.37,1,,reject,,rejected,,2025-04-28 09:30:12.843037,,2025-04-28 09:30:12.843126,,3765
1160,1160,86424,education,24,95398.43,0,,reject,,rejected,,2025-04-28 09:30:13.028016,,2025-04-28 09:30:13.028042,,3708
1161,1161,729282,business,60,43950.71,1,,reject,,rejected,,2025-04-28 09:30:13.212125,,2025-04-28 09:30:13.212239,,2536
1162,1162,604481,home,60,121435.13,0,,reject,,rejected,,2025-04-28 09:30:13.395126,,2025-04-28 09:30:13.395242,,9529
1163,1163,528754,medical,24,40464.15,0,,reject,,rejected,,2025-04-28 09:30:13.597536,,2025-04-28 09:30:13.597625,,6437
1164,1164,289290,medical,36,106275.13,0,,reject,,rejected,,2025-04-28 09:30:13.850122,,2025-04-28 09:30:13.850239,,2051
1165,1165,214413,personal,36,97192.14,1,,reject,,rejected,,2025-04-28 09:30:14.036073,,2025-04-28 09:30:14.036160,,4634
1166,1166,507210,medical,48,84390.03,0,,reject,,rejected,,2025-04-28 09:30:14.276979,,2025-04-28 09:30:14.277067,,7823
1167,1167,531472,business,24,106694.75,0,,reject,,rejected,,2025-04-28 09:30:14.523080,,2025-04-28 09:30:14.523202,,7946
1168,1168,650981,education,60,113623.23,1,,approve,,approved,,2025-04-28 09:30:14.787640,,2025-04-28 09:30:14.787729,,9845
1169,1169,116932,education,48,103389.15,1,,reject,,rejected,,2025-04-28 09:30:15.031690,,2025-04-28 09:30:15.031780,,2219
1170,1170,377491,medical,60,95301.75,0,,reject,,rejected,,2025-04-28 09:30:15.274253,,2025-04-28 09:30:15.274342,,4278
1171,1171,109785,education,48,71366.54,1,,reject,,rejected,,2025-04-28 09:30:15.477190,,2025-04-28 09:30:15.477218,,4218
1172,1172,392759,home,60,47572.92,1,,reject,,rejected,,2025-04-28 09:30:15.681231,,2025-04-28 09:30:15.681319,,5337
1173,1173,378554,medical,24,76374.98,0,,reject,,rejected,,2025-04-28 09:30:15.856932,,2025-04-28 09:30:15.857019,,5315
1174,1174,405332,medical,36,83515.02,1,,reject,,rejected,,2025-04-28 09:30:16.040112,,2025-04-28 09:30:16.040230,,2022
1175,1175,655706,home,60,64316.35,0,,reject,,rejected,,2025-04-28 09:30:16.223231,,2025-04-28 09:30:16.223321,,9999
1176,1176,304011,personal,48,65106.94,1,,reject,,rejected,,2025-04-28 09:30:16.435474,,2025-04-28 09:30:16.435560,,2804
1177,1177,539829,personal,48,92572.35,0,,reject,,rejected,,2025-04-28 09:30:16.626335,,2025-04-28 09:30:16.626363,,6135
1178,1178,411445,business,24,32640.25,1,,reject,,rejected,,2025-04-28 09:30:16.881369,,2025-04-28 09:30:16.881456,,5670
1179,1179,743346,home,12,18150.49,1,,reject,,rejected,,2025-04-28 09:30:17.093582,,2025-04-28 09:30:17.093670,,9700
1180,1180,385095,medical,24,116708.4,1,,reject,,rejected,,2025-04-28 09:30:17.300070,,2025-04-28 09:30:17.300157,,1496
1181,1181,319252,personal,24,15042.66,0,,reject,,rejected,,2025-04-28 09:30:17.484752,,2025-04-28 09:30:17.484840,,4317
1182,1182,603734,medical,36,58348.18,0,,reject,,rejected,,2025-04-28 09:30:17.738936,,2025-04-28 09:30:17.739023,,8792
1183,1183,260165,medical,60,83668.02,1,,reject,,rejected,,2025-04-28 09:30:17.961386,,2025-04-28 09:30:17.961474,,3062
1184,1184,273267,home,24,48291.09,0,,reject,,rejected,,2025-04-28 09:30:18.145767,,2025-04-28 09:30:18.145868,,2130
1185,1185,820813,business,24,24055.28,0,,reject,,rejected,,2025-04-28 09:30:18.356547,,2025-04-28 09:30:18.356635,,6289
1186,1186,581586,personal,60,62165.35,1,,reject,,rejected,,2025-04-28 09:30:18.631261,,2025-04-28 09:30:18.631351,,244
1187,1187,402430,personal,36,57065.64,1,,reject,,rejected,,2025-04-28 09:30:18.817341,,2025-04-28 09:30:18.817442,,6127
1188,1188,226893,personal,12,88694.49,0,,reject,,rejected,,2025-04-28 09:30:19.000434,,2025-04-28 09:30:19.000522,,8796
1189,1189,584944,home,36,42996.7,1,,reject,,rejected,,2025-04-28 09:30:19.202517,,2025-04-28 09:30:19.202604,,2781
1190,1190,348935,personal,12,25935.36,1,,reject,,rejected,,2025-04-28 09:30:19.424567,,2025-04-28 09:30:19.424655,,5985
1191,1191,883416,education,24,60898.49,1,,reject,,rejected,,2025-04-28 09:30:19.631079,,2025-04-28 09:30:19.631189,,420
1192,1192,521785,medical,12,42677.56,1,,reject,,rejected,,2025-04-28 09:30:19.834442,,2025-04-28 09:30:19.834529,,4321
1193,1193,693462,home,60,109852.4,0,,reject,,rejected,,2025-04-28 09:30:20.116423,,2025-04-28 09:30:20.116512,,9926
1194,1194,94350,medical,60,110725.74,1,,reject,,rejected,,2025-04-28 09:30:20.300960,,2025-04-28 09:30:20.301049,,8611
1195,1195,612670,home,60,27184.67,0,,reject,,rejected,,2025-04-28 09:30:20.484245,,2025-04-28 09:30:20.484334,,5936
1196,1196,840304,personal,48,110420.12,0,,reject,,rejected,,2025-04-28 09:30:20.658454,,2025-04-28 09:30:20.658540,,4661
1197,1197,71578,home,24,60898.49,1,,reject,,rejected,,2025-04-28 09:30:20.851749,,2025-04-28 09:30:20.851839,,420
1198,1198,70045,business,60,102885.92,1,,reject,,rejected,,2025-04-28 09:30:21.052089,,2025-04-28 09:30:21.052204,,4240
1199,1199,611171,medical,48,30623.93,1,,reject,,rejected,,2025-04-28 09:30:21.237732,,2025-04-28 09:30:21.237761,,7888
1200,1200,627111,education,60,74761.83,1,,approve,,approved,,2025-04-28 09:30:21.429963,,2025-04-28 09:30:21.430046,,4154
1201,1201,329129,personal,36,108591.31,1,,reject,,rejected,,2025-04-28 09:30:21.655433,,2025-04-28 09:30:21.655517,,1463
1202,1202,120701,medical,24,74191.5,1,,reject,,rejected,,2025-04-28 09:30:21.876259,,2025-04-28 09:30:21.876351,,6914
1203,1203,321690,home,24,58348.18,1,,reject,,rejected,,2025-04-28 09:30:22.101823,,2025-04-28 09:30:22.101910,,8792
1204,1204,748003,home,36,88937.07,0,,reject,,rejected,,2025-04-28 09:30:22.546228,,2025-04-28 09:30:22.546315,,1480
1205,1205,772025,personal,24,77150.21,1,,reject,,rejected,,2025-04-28 09:30:22.733697,,2025-04-28 09:30:22.733784,,5836
1206,1206,87205,education,48,14532.18,1,,reject,,rejected,,2025-04-28 09:30:22.926930,,2025-04-28 09:30:22.927044,,3559
1207,1207,729477,education,24,63320.85,1,,approve,,approved,,2025-04-28 09:30:23.150746,,2025-04-28 09:30:23.150834,,1514
1208,1208,66461,medical,36,89939.36,1,,reject,,rejected,,2025-04-28 09:30:23.364360,,2025-04-28 09:30:23.364447,,2186
1209,1209,387291,education,12,109840.28,1,,reject,,rejected,,2025-04-28 09:30:23.595398,,2025-04-28 09:30:23.595485,,283
1210,1210,722114,personal,48,87912.57,1,,approve,,approved,,2025-04-28 09:30:23.818120,,2025-04-28 09:30:23.818148,,3436
1211,1211,89928,home,60,124706.6,0,,reject,,rejected,,2025-04-28 09:30:24.019140,,2025-04-28 09:30:24.019196,,4160
1212,1212,412472,education,48,99020.09,1,,reject,,rejected,,2025-04-28 09:30:24.286045,,2025-04-28 09:30:24.286071,,8547
1213,1213,922579,medical,12,101036.65,1,,reject,,rejected,,2025-04-28 09:30:24.512385,,2025-04-28 09:30:24.512473,,8244
1214,1214,173064,business,24,113495.75,1,,reject,,rejected,,2025-04-28 09:30:24.735237,,2025-04-28 09:30:24.735324,,4274
1215,1215,161897,personal,12,37622.09,1,,reject,,rejected,,2025-04-28 09:30:24.938047,,2025-04-28 09:30:24.938131,,8888
1216,1216,342098,education,24,26326.88,1,,reject,,rejected,,2025-04-28 09:30:25.133087,,2025-04-28 09:30:25.133207,,2809
1217,1217,191536,medical,12,82042.78,1,,reject,,rejected,,2025-04-28 09:30:25.365373,,2025-04-28 09:30:25.365462,,8238
1218,1218,936519,education,36,22773.91,1,,reject,,rejected,,2025-04-28 09:30:25.579861,,2025-04-28 09:30:25.579907,,3182
1219,1219,170800,education,60,101299.64,1,,reject,,rejected,,2025-04-28 09:30:25.764318,,2025-04-28 09:30:25.764360,,4284
1220,1220,334109,personal,48,62377.03,0,,approve,,approved,,2025-04-28 09:30:25.945004,,2025-04-28 09:30:25.945089,,3800
1221,1221,895307,education,24,16601.91,0,,reject,,rejected,,2025-04-28 09:30:26.131389,,2025-04-28 09:30:26.131478,,1178
1222,1222,233107,personal,36,20084.99,0,,reject,,rejected,,2025-04-28 09:30:26.324524,,2025-04-28 09:30:26.324609,,3667
1223,1223,722722,education,60,103757.11,1,,approve,,approved,,2025-04-28 09:30:26.576071,,2025-04-28 09:30:26.576161,,9202
1224,1224,387587,personal,48,15487.01,1,,reject,,rejected,,2025-04-28 09:30:26.870897,,2025-04-28 09:30:26.870984,,44
1225,1225,367018,medical,12,18983.11,0,,reject,,rejected,,2025-04-28 09:30:27.077456,,2025-04-28 09:30:27.077566,,5098
1226,1226,248433,education,60,28241.36,1,,reject,,rejected,,2025-04-28 09:30:27.289090,,2025-04-28 09:30:27.289211,,4865
1227,1227,647719,personal,12,71061.38,0,,reject,,rejected,,2025-04-28 09:30:27.504613,,2025-04-28 09:30:27.504701,,5480
1228,1228,690304,medical,48,25332.75,0,,reject,,rejected,,2025-04-28 09:30:27.708389,,2025-04-28 09:30:27.708476,,3978
1229,1229,976100,personal,12,106648.56,0,,reject,,rejected,,2025-04-28 09:30:27.871103,,2025-04-28 09:30:27.871257,,7307
1230,1230,61759,medical,48,41272.12,0,,approve,,approved,,2025-04-28 09:30:28.071365,,2025-04-28 09:30:28.071458,,3122
1231,1231,237033,home,24,116749.53,1,,reject,,rejected,,2025-04-28 09:30:28.284882,,2025-04-28 09:30:28.284969,,5414
1232,1232,299048,home,24,61034.34,1,,reject,,rejected,,2025-04-28 09:30:28.549226,,2025-04-28 09:30:28.549314,,1813
1233,1233,679275,home,60,26366.88,1,,approve,,approved,,2025-04-28 09:30:28.915937,,2025-04-28 09:30:28.916024,,3310
1234,1234,998141,medical,48,121373.59,1,,reject,,rejected,,2025-04-28 09:30:29.271543,,2025-04-28 09:30:29.271628,,5618
1235,1235,191372,personal,36,83001.66,1,,approve,,approved,,2025-04-28 09:30:29.536024,,2025-04-28 09:30:29.536109,,1297
1236,1236,836870,home,12,21237.32,1,,reject,,rejected,,2025-04-28 09:30:29.749378,,2025-04-28 09:30:29.749417,,373
1237,1237,974987,business,60,80189.21,0,,reject,,rejected,,2025-04-28 09:30:29.941957,,2025-04-28 09:30:29.941984,,5449
1238,1238,120097,home,60,42917.56,0,,reject,,rejected,,2025-04-28 09:30:30.156750,,2025-04-28 09:30:30.156775,,1807
1239,1239,774996,home,48,59531,1,,reject,,rejected,,2025-04-28 09:30:30.352863,,2025-04-28 09:30:30.352948,,6881
1240,1240,628933,medical,48,51616.48,0,,reject,,rejected,,2025-04-28 09:30:30.585444,,2025-04-28 09:30:30.585581,,660
1241,1241,891065,business,24,45774.34,0,,reject,,rejected,,2025-04-28 09:30:30.764433,,2025-04-28 09:30:30.764460,,557
1242,1242,121245,home,12,14540.02,1,,reject,,rejected,,2025-04-28 09:30:30.938259,,2025-04-28 09:30:30.938348,,9400
1243,1243,907952,home,48,72745.93,1,,reject,,rejected,,2025-04-28 09:30:31.218724,,2025-04-28 09:30:31.218751,,718
1244,1244,908958,education,60,63320.85,1,,approve,,approved,,2025-04-28 09:30:31.418025,,2025-04-28 09:30:31.418112,,1514
1245,1245,952141,personal,24,83416.06,0,,reject,,rejected,,2025-04-28 09:30:31.620763,,2025-04-28 09:30:31.620812,,7308
1246,1246,209341,medical,12,101691.49,0,,reject,,rejected,,2025-04-28 09:30:31.825570,,2025-04-28 09:30:31.825605,,3555
1247,1247,444992,home,12,101999.85,1,,reject,,rejected,,2025-04-28 09:30:32.031452,,2025-04-28 09:30:32.031542,,4559
1248,1248,766306,medical,12,68047.08,1,,reject,,rejected,,2025-04-28 09:30:32.230744,,2025-04-28 09:30:32.230770,,6677
1249,1249,680595,personal,48,57889.92,0,,reject,,rejected,,2025-04-28 09:30:32.443788,,2025-04-28 09:30:32.443871,,5802
1250,1250,996371,education,12,41752.91,1,,reject,,rejected,,2025-04-28 09:30:32.701181,,2025-04-28 09:30:32.701214,,8552
1251,1251,130341,home,36,87490.34,0,,reject,,rejected,,2025-04-28 09:30:32.894538,,2025-04-28 09:30:32.894625,,3008
1252,1252,576929,education,12,65675.31,0,,reject,,rejected,,2025-04-28 09:30:33.104445,,2025-04-28 09:30:33.104472,,1910
1253,1253,472123,medical,60,46625.76,0,,reject,,rejected,,2025-04-28 09:30:33.271577,,2025-04-28 09:30:33.271604,,7021
1254,1254,576235,education,36,23818.4,1,,reject,,rejected,,2025-04-28 09:30:33.497566,,2025-04-28 09:30:33.497662,,3376
1255,1255,458668,home,24,51436.69,1,,reject,,rejected,,2025-04-28 09:30:33.709562,,2025-04-28 09:30:33.709617,,4453
1256,1256,320170,medical,24,66446.42,1,,reject,,rejected,,2025-04-28 09:30:33.899110,,2025-04-28 09:30:33.899141,,6026
1257,1257,188716,personal,24,52939.78,1,,reject,,rejected,,2025-04-28 09:30:34.094855,,2025-04-28 09:30:34.094943,,6175
1258,1258,949914,business,60,105788.43,0,,reject,,rejected,,2025-04-28 09:30:34.307592,,2025-04-28 09:30:34.307628,,6844
1259,1259,999019,medical,12,82543.77,1,,reject,,rejected,,2025-04-28 09:30:34.521991,,2025-04-28 09:30:34.522079,,851
1260,1260,915879,personal,24,13117.78,1,,reject,,rejected,,2025-04-28 09:30:34.754658,,2025-04-28 09:30:34.754746,,6809
1261,1261,213755,business,60,52778.87,0,,reject,,rejected,,2025-04-28 09:30:34.979963,,2025-04-28 09:30:34.980050,,5297
1262,1262,416788,medical,12,120720.91,1,,reject,,rejected,,2025-04-28 09:30:35.437588,,2025-04-28 09:30:35.437632,,7214
